,tweet,sarcastic
1767,my greatest downfall is having an upset stomach then eating spicy food to make it worse,0
1768,i am in severe pain while on vacation i feel robbed,0
1769,bo burnham owes me absolutely nothing but i think he should put make happy on spotify i need to sob to the burrito song,0
1770,there was a bee in my house yesterday and i haven’t seen it since i hope it died,0
1771,does anyone else buy pound cake in bulk from costco,0
1772,just expressing my love for brandi carlile and brittney howard that is all,0
1773,i passed my permit test,0
1774,i wanna hurry up and get my 2nd dose of the vaccine 2 more weeks,0
1775,cicadas are fucking ugly and i’ve had the misfortune of seeing one at eye level two times this summer,0
1776,the hurricane has been completely underwhelming,0
1777,raise your words not your voice it is rain that grows flowers not the thunder aka do not be mad stoopid,0
1778,days before rodeo is travis scotts best project,0
1779,why you gotta take someone pure like sean lock from us huh why couldn’t it be james corden,0
1780,how are there women in this world who think we should be kind to pedophiles and rapists howwwwwwww they’re not sorry,0
1781,i’m ready for lockdown 2 i need to make better bread,0
1782,usa is turning into the 40something uncle who turns up to the wedding reception gets drunk amp takes the mic from the band to sing sweet caroline but gets all the words wrong highly entertaining but a total fucking train wreck that you’re glad you don’t have to see more often,0
1783,i don’t get anywhere near £500 a month on uc though i basically get told “you get what you get and if you don’t like it you can fuck off and die” one thing’s for certain i wouldn’t cross a puddle for the benefits i’m on let alone the channel,0
1784,angela merkel doctorate in quantum chemistry leo varadkar worked for years as a gp boris johnson once accidentally called pingpong “wiffwaff”,0
1785,imagine being allergic to sunlight and thinking you are gods favorite ,0
1786,one or my friends has a crush on me and i feel sad that i do not feel the same way because i know exactly how that feels i hate this feeling ,0
1787,its literally very common my friends son was concieved while she was in the pill you do know it is only 91 effective right that means for 9 of women that form of birth control fails,0
1788,it is hard to cope without any hope,0
1789,sunset over the appalachian mountains,0
1790,my crazy doesnt go away it is here to stay,0
1791,we didn’t deserve to draw anyway but it’s just so frustrating to lose due to shit officiating,0
1792,pernille deserves better,0
1793,harder and ji have carried this team today,0
1794,didyouknow mosquitoes are attracted to the colour blue twice as much as to any other colour,0
1795,i have finished work yet am still here latched onto the free wifi like a newborn child to his mother,0
1796,shit after a hilarious yet faithful recreation of winnie the pooh a part of me is now stuck inside a honey jar,0
1797,yep the only reason i have stayed with 3 since ovivo disappeared was the everywhere contract if and when this reaches me then i am offski,0
1798,the  you quote is of those eligible this is surely misleading,0
1799,get the police involved refuse to sail until they mask up do not let them on in the first place little point posting on twitter if you are not going to enforce it,0
1800,yes please let us know i am interested in buying some ltc,0
1801,allany updates are fully appreciated mike many thanks,0
1802,hey glenn what is this app called,0
1803,can we appreciate how amazing vaccines are we have got covid cases declining despite nightclubs being open if we vaccinate school kids we might even avoid a spike once the schools reopen,0
1804,anyone calling vaccine passports unworkable needs to explain how it is different to requiring id to enter a nightclub,0
1805,like all humans i make some decisions that go against the best interests of myself or others one such decision is sometimes eating too much sugar another was consuming animal products i would love the government to nudge me towards better decisions nationalfoodstrategy,0
1806,my mom just called the spatula an “egg flipper”,0
1807,apple as much as i want to say ‘abs’ no i am typing to type ‘and’,0
1808,did anyone else get a notification from saying american horror story s9 was available but doesn’t show up when you search for it,0
1809,my professor has been fighting with his dog most of class lmao,0
1810,i only watch youtubers that apologize when they mention their video sponsor,0
1811,i haven’t used snap in so long and my short attention spanshort term memory can’t keep track of what we’re talking about ,0
1812,anthony dropped his phone in the ocean,0
1813,greatest british act of all time  one direction,0
1814,hi,0
1815,i hope the woman i saw driving a motorcycle wearing a semiformal dress and cheetah print stilettos has a nice day,0
1816,i watched the first two episodes of american horror stories and holy shit it was so bad,0
1817,spiritfarer is so good i bought it several months ago but finally started it tonight gamer,0
1818,fat pattys and applebees have very similar energies but they are unmatched it is like wrong step and i am gonna end up in the other restaurant with no way back,0
1819,my official ranking of holidays 1 halloween 2 valentines day 3 new years eve 35 new years day that is it folks,0
1820,any brandi carlile song rips my heart out and mercilessly stomps on it until it is in a million different pieces,0
1821,as much as i like being home i miss my uni pals and messing around in the kitchen at 2am,0
1822,it’s songkran right now in thailand and i wish i was there,0
1823,i don’t understand jackets that don’t have side pockets,0
1824,keep the mics on pitchers always,0
1825,been allergic to peanuts for over a decade but still crave pbampj all the time,0
1826,future mvp lamelo ball,0
1827,i love drawing feets  must draw more feet ,0
1828,reminding myself that things take time amp i’m not stagnant i’ve been doing the best that i can with what i have and that’s all that matters small steps,0
1829,i tried to use gimp but i hate it and it doesn’t work with my icloud drive i’m thinking of just caving amp purchasing the photoshop cc sub  i think i can get away with just buying a photoshop subscription i don’t mind inkscape amp shotcut,0
1830,if you are able to donate then use if you arent able to donate then i would appreciate it if this post gained some traction every little bit counts if you would like a drawing for your donation i am more than willing to do so 44,0
1831,2000s songs are so infectiously rhythmic and boppy i love it,0
1832,as a poly dude this boyfriends comic is really fucking adorable i dont trust no bitches who say its fetishy or not good representation i love them id die 4 them,0
1833,the worst thing about coffee is that it looks so nice and then you drink it and it just isnt,0
1834,you ever sneeze and are like i am absolutely sneezing for my life right now,0
1835,sometimes you just have to send death threats to your animal crossing villagers,0
1836,just sang all the small things at a karaoke bar in barcelona,0
1837,even though my mom has to work a 12 hr shift today i am thankful she is happy with what she does and that she is doing what she needs to do in order to care for her children she is the strongest and most important woman in my life without her i am nothing,0
1838,no offense but i actually really enjoy seeing what music everyone is jamming to via social media keep doing that cause music is cool,0
1839,i was in no way prepared for the emotional wringing of my soul that talesfromtheloop would put me through and the score stunning if you want something beautiful intelligent and unique to watch give it a go it’s on amazon prime i’m off for a lie down and a cry,0
1840,friday night dinners will never be the same so sad paulritter,0
1841,if they are going after the misspelling “definately” as proof of h then i’m afraid half of facebook are suspects lineofduty lineofdutyfinale,0
1842,best day of my life we got a new expensive vaccuum woooooooo,0
1843,anyone else kinda like how it feels after you floss and ur gums are inflammed,0
1844,i am slightly allergic to celery but i bought a 25 pound bag so i gotta eat it taste good tho,0
1845,i’m already stressed about whose pov to watch for mcc hahah,0
1846,quackity stream is making me so genuinely happy rn,0
1847,need a new pfp pls send suggestions,0
1848,finding out my internship keeps coke products stocked in every kitchen on every floor nearly made me cry,0
1849,i can not tell if my professors keep skippingdelaying introductions because grad school is so serious and important that you have to immediately dive into material or if because classes at au havent been inperson in two years all the profs are majorly disoriented,0
1850,i just finally got around to starting the most recent season of archer and i am seriously bummed out for being only one episode in to my favorite animated tv comedy,0
1851,i think you are wonderful i adore you ,0
1852,happy birthday,0
1853,i think you are so cool ,0
1854,today has made 4 years since ‘the end’ and i’m honestly about to cry,0
1855,hey any chance we could see a civic in rocket league ,0
1856,me taking my time and turning in my assignment last minute so my awful professor has no chance of getting ahead on grading,0
1857,where does twitter go shopping went to the supermarket earlier and shelves full as usual only item i couldn’t get hold of was british large jar of colman’s mustard much better value than the smaller ones,0
1858,very moved by the accounts coming from afghanistan right now we can debate the meritspitfalls of western intervention endlessly but relinquishing control to the taliban is unquestionably the worst thing for the country now,0
1859,piers morgan getting grief for his comments on silver and bronze medals but ask the average person to name 10 british olympians and they’ll rattle off 10 gold medalists,0
1860,it’s that time again please recommend some good period dramas and comedies,0
1861,it is been a bit since i have had a musical obsession on this level but has anyone seenheard six,0
1862,there may never be a better celebrity cameo in our time than that one scene in space jam 2,0
1863,ok wow…unfollowing now thought he was the cool new kid from hollywood but apparently he’s a virgin who lit the black flame candle,0
1864,who up who on norco,0
1865,too many words not enough pictures,0
1866,agree with all that he said with the previso that civilians and arms leave before the last of the troops leftthat was bidens huge error,0
1867,this is all bidens failurepoliticians like to pass the buck,0
1868,you can call it whatever but it was stupid and not an inserectionif it was there would have been arms and the building would have been taken over and btwit has been proven non republican militia were in there also involved and present,0
1869,back in the office everybody asks me happy to be back i chuckle and reply no i would much rather be surrounded by tourists than idiots,0
1870,how do you figure out the guy in the office who doesnt have a smartphone he is the one walking into the bathroom with a book under his arm,0
1871,knew one coworker recently had a baby but didnt send us pictures so far people are curious so i tacked up a stock photo of an ugly baby,0
1872,hot take can we stop romanticizing the grind yes there is value in hard work and determination however it is not healthy to work yourself until you can hardly function as a human being there’s a big difference here,0
1873,the entirety of this super bowl just isn’t sitting right with me and not just because my team isn’t playing,0
1874,sorry for the overshare but life’s been miserable of late and i need a place to vent so buckle up cowboys cowgirls and cowpeople i present to you the last three weeks of my life,0
1875,true bliss is laying in an ice cold bath during the hottest part of the year,0
1876,i am sorry but i will never understand people complaining about free dlc sure it could have been included in the base game but i am still getting the content and for free so who cares,0
1877,you think you are better than us because you are vaccinated uh yeah yeah i do,0
1878,this art is giving me mario strikers charged concept art vibes this is really nice,0
1879,this game was the best 495 dollars i have ever spent dex can not wait for your next game ,0
1880,toonami introduced me into anime bringbacktoonami,0
1881,replace pelosi nancy,0
1882,democrats do realize that if in fact trump loses he will run again in 2024 and they will have him for 12 years instead of 8 maga2020,0
1883,markets already down,0
1884,at softball practice tonight one of my girls accidentally stuck her foot into a ground hornets nest and those hornets swarmed like in the hunger games y’all i can’t catch a break with this team ,0
1885,omg text “pew pew” and see what happens ,0
1886,happy world tapir day everyone here is your yearly reminder that i love tapirs,0
1887,we are tackling men on inclusivity as i said you do not want to hear or see it because you refuse to read more than newspapers you do not read actual experiences you do not read our conversations because you are too hateful to care,0
1888,i do not like to rag on peoples art styles cuz we but this is sincerely so fucking ugly,0
1889,tbh i think the only time i hear trans people use it is trans mascs referring to themselves i am sure it does happen but the og tweet really feels like made up a guy to be mad about,0
1890,if you joined our girl friend group you’ll literally break up with your bf sooner or later,0
1891,conservatives really are the scum of the earth no one can convince me otherwise,0
1892,i want to do a puzzle while drunk again,0
1893,i’m waiting for this yt at work to just just hit me so i can hit him back,0
1894,if i invite you over for dinner it’s my intentions of paying and making everything as my gift to you as my guest,0
1895,i’m high and drinking coffee but my adhd is still winning,0
1896,excited for this fall voxbox complimentary,0
1897,as colleges begin making fall reopening announcments remember that if your school is reopening this fall it is not because it is suddenly safe or the pandemic is over it is because they want your money,0
1898,another thing lost to climate change parents making their kids wear long sleeved shirts under their costumes bc its cold out halloween2019,0
1899,celebrating the year of the ox in pingtung county south taiwan just off for a scooter ride if this is my first and last twit  doh,0
1900,just watched the murray game and bbc commentary after isnt andrew castle cockney rhyming slang for something should be,0
1901,been looking forward to watching coxseys bouldering on for a week and the climbing channel is suddenly showing horses horses horses horses,0
1902,3rd shift down already told em bout the clowns they’re not fans,0
1903,watching twilight with sam and i cannot wait to see his reaction to animatronic renesmee baby,0
1904,maybe i’ll shut up about wisconsin drivers when y’all stop fuckin driving like that,0
1905,i have more fun with my parents and boyfriend than anyone else is this old age,0
1906,i miss frenemies so much,0
1907,why was everything in interior design so brown in the 2000s,0
1908,shang chi meant so fucking much to me i can hardly imagine what it meant to others,0
1909,early cat boys nyanderthals,0
1910,aquariums are just liquid zoos,0
1911,ready to not be pregnant so i can enjoy my first espresso martini,0
1912,people are always like “i don’t remember what life was like before covid” but for me it’s more like “idk what life was like before tiktok”,0
1913,is there anything more “dad” than calling your dad for his social security number and him saying “i don’t know call your mother” ,0
1914,so really knocked it out of the park on this album there are not enough words that can describe how much i love bilc i could spend forever inside of it ,0
1915,the vaccination man said i could have some heart problem stuff i’m being very brave,0
1916,can we have a bit of a strong cold breeze please,0
1917,best night ever ,0
1918,i just heard my voice in a video and i never want to speak again,0
1919,happy birthday mel,0
1920,me  me after eating one blueberry ,0
1921,i just put my debit card pin number into the microwave not doing well,0
1922,another week really does start tomorrow ,0
1923,wearing all manners of rings and chains bc i always have to be the sexiest person in the home depot,0
1924,i think it should be illegal for the people stopped at the light outside my window to have bad music taste,0
1925,i am going to a butch brunchclothes swap this weekend and i think this is the most excited i have been to socialize in a year,0
1926,people who drive under the speed limit death penalty,0
1927,payphone by maroon 5 is actually a super sad song now that i’m 22 amp actually listen to the lyrics,0
1928,i wish i could watch disney channel original movies on the old box tvs to get the full effect again,0
1929,amazing game so happy to have you in vegas ,0
1930,it costs 000 to be a decent person ,0
1931,you never realize how easy life really is until you can not breathe through your nose ,0
1932,huh i am realizing now that i have never been that far away from all humans i am surrounded by inhabited places plus i have really only visited popular cities did go to a cabin in the woods once but that was with family interesting concept to think about,0
1933,the good shows that were cancelled for this to happen ,0
1934,excited for season two ,0
1935,happy birthday to chris lowe of pet shop boys your music is the backbone of my existence chrislowe happybirthdaychrislowe petshopboys,0
1936,can anyone direct me to who can help pleasei bought an umbrella from the shopand only just realised it’s missing its sheathcover which l obviously wantwho can i contact to having one sent to methanks pokemoncenterlondon pokemoncentrelondon,0
1937,anyone know where i could get a cheap iphone 45,0
1938,why is butter so extraordinary,0
1939,freedom is within you,0
1940,domesticated still a little feral,0
1941,this thunder is making me so home sick for wi  thunder storms were my favorite part of summer and i will never forget the beauty lighting arcing horizontally across the sky over lake michigan,0
1942,it’s very affirming that my therapist adores all the similesmetaphors i use to describe the shit i’ve been through even if i don’t remember half of them  it’s easier for me to understand things that aren’t myself sometimes so it’s how i generate selfempathy,0
1943,“i don’t have time to think about ‘color’ or be sensitive” that’s… that’s literally white privilege like you do you but acknowledge that your being able to do that is a privilege because aspects of your identity aren’t under constant cultural scrutiny and attack,0
1944,havent been on this twitter in forever,0
1945,please keep my grandma in your prayers,0
1946,i am seeing niall tomorrow,0
1947,no more or less complex than any other aspect of evolution it is all trial and error natural selection,0
1948,why do so many educationally subnormal trump supporters really think alaska is not part of the us,0
1949,you are swallowing trumps rhetoric without proof there is zero evidence of anything illegal happening you are blindly following and gullible for believing proof is always needed and the burden of proof is on the accuser disappointed to see what you really are,0
1950,teenage daughters and i learned how to play cataan tonight so much fun thanks to wil and it was very easy to learn we look forward to playing again,0
1951,republicans have nobody to blame but themselves they allowed this to happen,0
1952,what an asshat every college professor i had went by dr and absolutely none had a medical degree it is the privilege you earn by working tour butt off and completing your doctorate,0
1953,watching all these important venues closing over time sucks horribly but this one hurts fuck fabricreview,0
1954,todays the day last to chance to sign to show support,0
1955,theres a guy busking with just 2 korg synths playing techno at picadilly circus wearing a cosmic bucket hat excellent,0
1956,this is us is the best show ever i recommend 1010,0
1957,pls send me funny vines in my dms,0
1958,my mother is going to bonnaroo today i love her,0
1959,it’s so weird to think about how i thought i was grown in high school,0
1960,i inhaled a bug tonight and i am so freaked out i can’t handle this,0
1961,i forgot how much the notebook makes me cry everytime now i’m sitting here on a friday night with puffy red eyes and im super emotional,0
1962,i am not sure exactly how on iphones but i know my android lets me back up my saved voice mail messages on google drive i can look into it for you for iphones,0
1963,this is not just a black people issue this is a human rights issue leslie redmond president naacp minneapolis,0
1964,someone stop me from making 700 different holiday desserts today when i am literally living alone for 2 weeks,0
1965,i really feel bad for all the pups this time of year ,0
1966,happy first day of the month friends don’t forget to change those furnace filters,0
1967,my hot water heater is no longer hot watering the pilot light won’t light at all the furnace kicks over so i’m getting gas in the house i tried to clean the thermocouple with no luck do you have a favorite plumber i can call in the morning,0
1968,this review says most everything i think about teemans sloppilyargued sexual biography of gore vidal,0
1969,i know these things take time but i feel so bad that the cats hiss and growl every time they see each other i just want them to be friends,0
1970,highway signs where they stretch the state shape to fit the numbers in make me irrationally angry,0
1971,well where were you mcu peeps,0
1972,this sounds about right fuck you kemp with your grimey ass,0
1973,error 404,0
1974,my short term memory has gotten so shit lately but the silver lining is that every time i listen to my playlists i’ve had for months i still get that listening to a good song for the first time feeling,0
1975,if my emotions were a food they’d be peeps just show me the slightest amount of warmth and i will simultaneously melt and be on the verge of exploding,0
1976,i heard marvins room again so naturally i just went ahead and made a whole breakup playlist,0
1977,i am so cute,0
1978,i want grilled cheese but i dont wanna be shittin and fartin,0
1979,i personally think that everybody should lick the hook side of velcro at least once in their life it feels so good,0
1980,city life can be rad and all but i really really miss being able to lay outside and watch the stars at night,0
1981,i have gotten to the point where i take off my glasses in target to avoid buying things i do not need,0
1982,reporting live from the middle of nowhere texas tumbleweeds do exist,0
1983,listening to other remix entries on previous contests i have entered and then being blindsided by the ones never made public is never fun haha,0
1984,using loops building an idea on that loop and then deleting the loop has been a fun little exercise recently,0
1985,house grooves are wonderful to work in both the hard stuff and the really mellow vibes makes a good sense of rhythm even when the main drums are not a fit,0
1986,cook them down with a bunch of olive oil or butter serve on nice toast with goat cheese or feta and a fried egg i am told pancetta is also a nice addition,0
1987,there is also one apparent lovetriangleish situation early on involving the main character  just a headsup that that is not the one you are looking for i think it is not a spoiler to say that it gets resolved more traditionally though also satisfyingly,0
1988,yeah i feel super out of whack emotionallysensorily when i am starting to come down with something and that is basically what your body thinks is going on at the moment so checks out hopefully at least knowing what is happening makes it easier to be gentle with yourself,0
1989,the new album by has put me in a good mood disco,0
1990,the invisible man was pretty good liked it excitedscared to finally watch deerskin the last movie i planned to see in a theater before covid killed that hope hbomax,0
1991,bacon is the solution,0
1992,at least i am used to this side effect from my infusion and i am very grateful that i am not experiencing any of that full body pain i had after my last infusion the iv steroids must be working and tomorrow is day one of a steroid pack,0
1993,when i tell yall i am soooooo fed up with mainstreetrenewal i mean that thank god we are reaching the end of our lease,0
1994,johnson amp johnson really be tryna kill you from the time you are a baby if they do not get you in childhood they will try to kill you throughout your entire life recalls left and right ‍,0
1995,dads always know a bunch of obscure sports facts from the 80s,0
1996,the further we get from the year 2000 the more confused i am about the passage of time,0
1997,day 1 of working from home i now have laptop burns on my legs,0
1998,equalize early and often why is this day shared with dog day womensequalityday nationaldogday ourfirstfeditm,0
1999,i am lindt excellence take the taste challenge quiz amp find out which lindt chocolate you are,0
2000,thank you for your service and welcome back to the land of the free bet you have some great stories ,0
2001,random third grader pointed at me with her whole class lined up “look that’s the tallest girl in the world”,0
2002,a nice thing about not sharing my office with anyone is that i can take a nap at work,0
2003,the usps stamp catalog is incredible,0
2004,i haven’t been to the roxy in a while obviously but damn i don’t remember it being this hot in here jesus get some ac,0
2005,in 2017 when the wrecks opened for atl on that tour i knew they were just gonna get better and better and i have been so correct,0
2006,yooo ashton posted elijah on his story ,0
2007,notion please add an annotation tool…i love u so much but the run arounds i gotta do for annotations are insane ,0
2008,should i continue reading tokyo revengers or vanitas no carte,0
2009,btw fat ppl realize when u comment “omg such a glow up” on someone’s videopost where the only difference between the person before and after is that they lost weight ,0
2010,oscar just snatched the drink of a drunk girl who kept spilling on chans pedals she barely noticed,0
2011,40 this morning 01 this afternoon luck possibly changing,0
2012,rip john hughes,0
2013,listen i get that it’s bettywhite’s birthday today and good for her but it’s also jamesearljones’s birthday and i feel like that needs more attention the man is a legend,0
2014,facetimed with my parents last night while they were with my 6yearold nephew i’ve been missing him like crazy worried about being away from him for months so i asked him if he remembers me his response “i always will” ,0
2015,listen while folding method saves a lot of space and it does it doesn’t save a lot of time if you have multiple shirts of the same color you have to unfold each of them to see what’s on the front,0
2016,i don’t get the whole bishop sycamore thing i literally have nightmares about being a grown man and playing high school football again i don’t get why anybody would choose to do that willingly,0
2017,can anybody explain why all hotel shampoo smells like the taste of grape flavored medicine,0
2018,philip rivers would be extremely entertaining as an announcer,0
2019,fuck an insomniac developed wolverine game someone really wants me to get a ps5 probably the corporations sigh,0
2020,tchia is adorable and looks like a sleeper hit,0
2021,i love professional wrestling yall,0
2022,tbh do i even have to come out as gay i feel like my whole existence just speaks for itself,0
2023,very exited to be fully vaxxed tmrw not very excited to be sore ,0
2024,fuck jacob frey,0
2025,just got an a in my actuarial mathematics course if that doesnt prove the power of manifestation idk what will,0
2026,my math prof is so fucked up for giving us a midterm tmrw i am unwell,0
2027,ik it’s for the best but wow rip to my italy study abroad trip beyond wonderland my 21st bday edc and now red rocks show ,0
2028,did sm change the dcm thumbnail,0
2029,when i was younger i was restricted to one hour a day on the computerhow did i survive,0
2030,i thinkwhen packs go on salei will buy get together and paranormal  i was actually kind of disappointed with the gameplay i saw in paranormal but recently i have been craving new careers so,0
2031,happy international lesbian day i love loving women ,0
2032,what the fuck is this game everyone is talking about all of a sudden,0
2033,also why do boys gotta carry around gallon jugs full of water get a cute reusable water bottle and stop being so dramatic,0
2034,chris krebs there is no foreign power that is flipping votes theres no domestic actor flipping votes i did it right we did it right this was a secure election,0
2035,so that whole stay at home for thanksgiving thing not happening took me 15 hours to drive to work instead of my usual 45 minutes argh,0
2036,michigan certified biden trump lost again in the pa courts and the official transition is finally going to begin  happy thanksgiving,0
2037,in elementary school my parents gave me money for a book and i came home with a beta fish,0
2038,my current mood is scooby doo in velma’s orange sweater and daphne’s gogo boots,0
2039,i found out about a cat antique shop in wichita falls today and i can’t stop thinking about it,0
2040,what an incredible race formula1,0
2041,why does the commentator keep calling adrian alisson,0
2042,can we sign haaland please or any st who can shoot drop bobby into the mid we need goals not passes,0
2043,take half a minion ecstasy and call me in the morning,0
2044,idk if this is controversial but food in atl is better than food in la ,0
2045,idk how ppl discuss their mental health issues openly on the internet,0
2046,can’t beat a carry on film ,0
2047,just want to say well done to every single person who has received their a level results today ,0
2048,so sad to hear about sarah harding life is way too short ,0
2049,everytime i exit and reopen the instagram app it freezes,0
2050,pov you walk into my room at 2am and i am crawling around on all fours because someone on tiktok did it and had super buff arms,0
2051,i keep seeing people with knockoff skzoo plushies and i just hope they know they are fake ones,0
2052,another day another elementary math equation that people are arguing the answer in the comments on my facebook feed,0
2053,random thought how are “butt dial” and “booty call” such different things yet so similar in wordage,0
2054,we are an evolved people seriously can we figure out how to make bathroom doors without a two inch crack so i don’t make eye contact with anyone else while pantsless,0
2055,this might be the worst government in living memory the fact they are still polling ahead must therefore mean we have the worst opposition in living memory,0
2056,i will be gigging tonight at the swan in the rushes in loughborough,0
2057,i do not follow the womens super league because my team arent in southampton have built their womens team from grassroots and youth up rather than just buying their way into the elite i am proud of them for that,0
2058,i have done christmas alone before and this is the way to do it eat what you want drink what and however much or little as you want watch as much tv and watch whatever you want walk sleep read do whatever you want to do own the day it will be what you make it,0
2059,i made a thing my first attempt at mixed media steampunk style as a gift to 14 years of not killing each other i am kind of happy with this one anniversary happy mixedmedia steampunk myart,0
2060,if you do not eat meat or just fancy a meatless meal i would recommend this it is delicious i made it last night and as there are two of us and lots of pie we are having it again tonight  vegetarian,0
2061,do other people have extremely long meticulously detailed and always stressful to downright terrifying dreams that u could easily turn into a book or screenplay if u had any sort of motivation or do i just have trauma,0
2062,getting into a high speed chase with the cops but using my turn signals in accordance with the law the whole time,0
2063,sometimes i gaslight myself into thinking my fear of and general discomfort with men is stupid and i am actually just a shitty person who makes broad assumptions about ppl due to past trauma but then i speak to one and immediately trust my instincts again stronger than before,0
2064,uh oh what if after trump recovers and tells everyone it wasnt a big deal all of his supporters will stop taking this seriously,0
2065,if you replaced every 1 million dollars jeff bezos is worth for 1 dollar he would have 200000 which is still more wealth than is owned by millions of americans,0
2066,for the love of god someone please teach timothee chalamet how to enunciate,0
2067,did anyone else used to have the local church walk past their house with a giant crucifix on good friday or did i just live a really fucking weird childhood,0
2068,as for the fans who walked out when pompey scored in extra time you are morons do not come to a match like this if you are not in it for the long haul absolutely pathetic,0
2069,that was the most mentally draining match i have ever been at i wish the outcome was different but i am still so proud of you my first match at wembley with my big boy ,0
2070,great effort we will get em all next year,0
2071,great effort we will get em all next year,0
2072,what a night of fights ufc200,0
2073,i got a job i think i will like it _,0
2074,hey i’m free tomorrow btw the 14th i’m free on the 14th tomorrow fyi,0
2075,the sexual tension between my fist and the computer screen,0
2076,salsa verde appreciation tweet,0
2077,today i learned that kitties do this thing called making biscuits when they are happy and content and that is the most wholesome thing ever,0
2078,going to enjoy some brunch with the honey love but my banana pancakes are a fail ,0
2079,new obsession scrambled egg with bananna mixed in,0
2080,my life is complete just had the best peanut butter and toffee cupcake ever ,0
2081,birthday in 9 days and home in 15 ,0
2082,that’s it i’m supporting brentford from now on and i want the crying old gent in the crowd as my bestie,0
2083,anyone else getting goosebumps watching  incredible ,0
2084,just booked tickets for santa’s grotto for the kids organisation is key ‍,0
2085,aaah the antidote to a crazy world  therepairshop,0
2086,what is going on in bromley town centre alarms and sirens going off like mad,0
2087,anyone at for and think the sound is crap paid a fortune for this sort it out wembleystadium fleetwoodmac,0
2088,just visited your tamworth store for balloons for my brother’s birthday just got them through the door and the 2 has exploded,0
2089,look at me go i have won myself afternoon tea,0
2090,boss burgers  possibly the best burger i have ever had,0
2091,my mum seriously out here trying to convince me the queen has gone part time,0
2092,“oven ready shove it in the microwave” and this man is our pm,0
2093,it’s deadline week so naturally my laptop has given up on me looks like an all nighter at the library is on the books,0
2094,yes it is unfortunate that we are in lockdown again  however this blame mentality isnt helping anyone with everything we have experienced during lockdown we shouldnt move forward with divisive and unkind comments but instead with unity and compassion  leicesterlockdown,0
2095,very exciting to see rapper referencing of mice and men on his verse ,0
2096,thoroughly enjoyed my first teachmeet would definitely recommend it it is like a teacher version of tedtalks,0
2097,yesterday was my last shift in retail and it still doesn’t feel real,0
2098,had no idea deliciously ella was in the zac efron documentaries on netflix,0
2099,this is my third time watching jane the virgin and i can guarantee i will be watching it again as soon as i finish it it is my comfort show which is surprising considering how dramatic it is,0
2100,after 9 years working in retail today is my last ever saturday shift ,0
2101,lol those tea towels your parents could buy when you were in reception at primary school with all the wobbly self portraits,0
2102,what’s in the pollen this year bcos this hayfever is up in my grill,0
2103,for the first time my outfit doesnt have black in it proud of myself,0
2104,i am glad i am vacationing in a state where i can wear my shades the entire time without people questioning it,0
2105,i always come up with some pretty interesting concepts for movies or tv shows right before i fall asleep then i wake up and forget them why is life so cruel,0
2106,how has jennifer garner literally not aged yesday,0
2107,our new neighbours told macauley their names and a couple of peoples names on the street and all he remembered was the name of the cat and dog ,0
2108,super duper grateful to everyone i have in my life ,0
2109,hindsight is a wonderful thing but surely the head hochos at efl fa uefa fifa should have cut some matches when starting the season a month late no need for so many european ties with 2 legs international friendlies nor league cup so many injuries already many more to come,0
2110,today was the first time i wished covid19 had happened 20years ago  back in school wearing a mask no need to strain every sinew to quell a yawn bliss,0
2111,step up toobigtoplayfootball beast adebayo akinfenwa nearly 39 to score 1st first goal in 2nd tier amp gives us tiny chance of staying up in 1st ever season in championship jog on superleagues amp antifootball egomaniacs 8 figure pay outs getting sacked this is real football,0
2112,surely i’m not the only one who was disappointed by that ending bodyguard,0
2113,miley cyrus singing jolene is easily one of my favourite things in the world ,0
2114,what a horrible day ,0
2115,first official day of maternity leave and the sun is beaming let’s hope this is a sign of the summer to come ,0
2116,why perform at the if you’re going to mime ,0
2117,nothing quite says “back to work january blues” like pouring soup into a microwaveable vessel ready to take to work in the morning ,0
2118,nobody told me that you can knit clothing for the farm animals in cottage living this is my life now,0
2119,every time i comment on a tiktok asking for captions and the creator actually starts adding captions i get a happy little feeling in my chest thank you ,0
2120,my love language is now just sending you tiktoks,0
2121,when your too good to people they will take amp take until you have nothing left,0
2122,me and addilyn are both sick and i’m just praying we don’t have covid ,0
2123,i am really really feeling defeated today just ready to go to bed,0
2124,my ex got the covid vaccinehe kept saying he wasn’t going to get it and i told him about my medical issues and how it’s not about him but people like meand he thought about it and got it he gets his second dose next month,0
2125,my husband got his first pfizer vaccine today so glad he’s finally able to get it,0
2126,i hired a housekeeperi didn’t want to but i’m feeling exhausted to where i’m running on fumes constantly,0
2127,the only thing in danger of being spread is good sense,0
2128,wonder what catastrophe is going to be broadcast on friday the 13th,0
2129,since going keto i havent had sunburn and i havent used sunscreen either also since losing weight when all my obese friends are sweating their nuts off i seem to have a high heat tolerance one of many surprising benefits of a low carb lifestyle,0
2130,working in stately homes means walking in to a tap running that definitely wasnt when you locked up and isnt broken and hearing the doorstop that you are looking for knock against a cabinet when you are not in that part of the room,0
2131,sundays are officially for those first day at school new job nerves,0
2132,beautiful exhibition of origami peace cranes at edinburghs st johns church,0
2133,psa a part ≠ apart they mean opposite things,0
2134,checked ring footage last eve shoutout to unknown neighbor who despite being very pregnant and walking around icy sidewalks drove to my house and delivered three of my ups packages wrongly delivered to her not that she knew but it was over 100 worth of stuff ,0
